ALFABETA;PRINCIPIO ACTIVO;MARCA COMERCIAL;PRESENTACION;LABORATORIO;PVP PAMI AL 02/12/2025;COBERTURA;IMPORTE AFILIADO;AHORRO TOTAL;RANGO DE COBERTURA
22105;amlodipina;AMLODINE;10 mg comp.x 30;Eurofarma;$ 2.141,17;60%;$ 856,47;$ 1.284,70;MEDIA
22104;amlodipina;AMLODINE;5 mg comp.x 30;Eurofarma;$ 1.156,45;60%;$ 462,58;$ 693,87;MEDIA
47529;amlodipina+losart�n,pot�sico;CARTAN MAX 5/100;5/100mg comp.x60 (30+30);Eurofarma;$ 1.574,45;50%;$ 787,23;$ 787,22;MEDIA
47528;amlodipina+losart�n,pot�sico;CARTAN MAX 5/50;5/50mg comp.x 60 (30+30);Eurofarma;$ 1.437,59;50%;$ 718,80;$ 718,79;MEDIA
27519;atorvastat�n;NORMALIP;10 mg comp.rec.x 30;Eurofarma;$ 28.196,20;80%;$ 5.639,24;$ 22.556,96;ALTA
34461;atorvastat�n;NORMALIP;20 mg comp.rec.x 30;Eurofarma;$ 49.841,42;80%;$ 9.968,28;$ 39.873,14;ALTA
53044;betahistina;BETINA;16 mg comp.x 30;Eurofarma;$ 4.353,36;40%;$ 2.612,02;$ 1.741,34;BAJA
53045;betahistina;BETINA;16 mg comp.x 60;Eurofarma;$ 1.116,93;40%;$ 670,16;$ 446,77;BAJA
53046;betahistina;BETINA;24 mg comp.x 30;Eurofarma;$ 6.523,39;40%;$ 3.914,03;$ 2.609,36;BAJA
53047;betahistina;BETINA;24 mg comp.x 60;Eurofarma;$ 1.771,36;40%;$ 1.062,82;$ 708,54;BAJA
21775;budesonide;BUDESON NEBU;sol.x 20 ml;Eurofarma;$ 26.687,97;80%;$ 5.337,59;$ 21.350,38;ALTA
49601;bupropi�n;BUP;150mg comp.lib.prol.x 30;Eurofarma;$ 66.721,47;40%;$ 40.032,88;$ 26.688,59;BAJA
49602;bupropi�n;BUP;150mg comp.lib.prol.x 60;Eurofarma;$ 123.730,75;40%;$ 74.238,45;$ 49.492,30;BAJA
50873;carvedilol;RODIPAL;12.5 mg comp.x 30;Eurofarma;$ 526,29;60%;$ 210,52;$ 315,77;MEDIA
50874;carvedilol;RODIPAL;12.5 mg comp.x 60;Eurofarma;$ 789,42;60%;$ 315,77;$ 473,65;MEDIA
50875;carvedilol;RODIPAL;25 mg comp.x 30;Eurofarma;$ 632,66;60%;$ 253,06;$ 379,60;MEDIA
50876;carvedilol;RODIPAL;25 mg comp.x 60;Eurofarma;$ 946,20;60%;$ 378,48;$ 567,72;MEDIA
50872;carvedilol;RODIPAL;6.25 mg comp.x 60;Eurofarma;$ 587,87;60%;$ 235,15;$ 352,72;MEDIA
51102;citalopram;CITTA;20 mg comp.x 14;Eurofarma;$ 463,48;50%;$ 231,74;$ 231,74;MEDIA
51103;citalopram;CITTA;20 mg comp.x 28;Eurofarma;$ 1.359,38;50%;$ 679,69;$ 679,69;MEDIA
37774;clebopride+simeticona+asoc.;SOMASEDAN;comp.rec.x 30;Eurofarma;$ 914,61;50%;$ 457,31;$ 457,30;MEDIA
35736;clebopride+simeticona+asoc.;SOMASEDAN;comp.rec.x 60;Eurofarma;$ 1.607,51;50%;$ 803,76;$ 803,75;MEDIA
40434;clonazepam;CLONASEDAN;2 mg comp.x 30;Eurofarma;$ 437,95;80%;$ 87,59;$ 350,36;ALTA
53312;domperidona;DOMPERIX;10 mg comp.x 30;Eurofarma;$ 740,54;50%;$ 370,27;$ 370,27;MEDIA
52739;duloxetina;DULOXIN;30 mg caps.x 10;Eurofarma;$ 839,47;50%;$ 419,74;$ 419,73;MEDIA
52740;duloxetina;DULOXIN;30 mg c�ps.x 30;Eurofarma;$ 49.459,81;50%;$ 24.729,91;$ 24.729,90;MEDIA
52741;duloxetina;DULOXIN;60 mg c�ps.x 30;Eurofarma;$ 49.845,79;50%;$ 24.922,90;$ 24.922,89;MEDIA
44197;f�lico,�c.;NEXOVITAL FOLICO;1 mg comp.x 30;Eurofarma;$ 453,25;50%;$ 226,63;$ 226,62;MEDIA
44198;f�lico,�c.;NEXOVITAL FOLICO;1 mg comp.x 60;Eurofarma;$ 769,17;50%;$ 384,59;$ 384,58;MEDIA
44199;f�lico,�c.;NEXOVITAL FOLICO;5 mg comp.x 30;Eurofarma;$ 597,45;50%;$ 298,73;$ 298,72;MEDIA
44200;f�lico,�c.;NEXOVITAL FOLICO;5 mg comp.x 60;Eurofarma;$ 1.009,51;50%;$ 504,76;$ 504,75;MEDIA
652;hierro,succinato;FERDROMACO;comp.rec.x 30;Eurofarma;$ 1.184,67;50%;$ 592,34;$ 592,33;MEDIA
40273;hierro,sulfato;FERDROMACO PEDIATRICO;gts.x 20 ml;Eurofarma;$ 981,95;50%;$ 490,98;$ 490,97;MEDIA
40432;itopride;ITOPRID;50 mg comp.x 30;Eurofarma;$ 19.344,65;50%;$ 9.672,33;$ 9.672,32;MEDIA
40987;itopride;ITOPRID;50 mg comp.x 60;Eurofarma;$ 36.847,67;50%;$ 18.423,84;$ 18.423,83;MEDIA
33168;leflunomida;AFIANCEN;20 mg comp.rec.x 30;Eurofarma;$ 29.651,97;50%;$ 14.825,99;$ 14.825,98;MEDIA
51108;levocetirizina;TIRIZ;5 mg comp.rec.x 10;Eurofarma;$ 8.237,20;50%;$ 4.118,60;$ 4.118,60;MEDIA
17600;loperamida;COLIFILM;comp.x 10;Eurofarma;$ 5.175,08;50%;$ 2.587,54;$ 2.587,54;MEDIA
34459;loperamida;COLIFILM;comp.x 50;Eurofarma;$ 18.113,39;50%;$ 9.056,70;$ 9.056,69;MEDIA
10875;loratadina;BILOINA;comp.x 10;Eurofarma;$ 444,50;40%;$ 266,70;$ 177,80;BAJA
10876;loratadina;BILOINA;comp.x 30;Eurofarma;$ 1.070,84;40%;$ 642,50;$ 428,34;BAJA
10877;loratadina;BILOINA;jbe.x 60 ml;Eurofarma;$ 336,55;40%;$ 201,93;$ 134,62;BAJA
40001;losart�n;CARTAN;100 mg comp.x 30;Eurofarma;$ 22.276,80;80%;$ 4.455,36;$ 17.821,44;ALTA
28100;losart�n;CARTAN;50 mg comp.x 30;Eurofarma;$ 22.392,73;80%;$ 4.478,55;$ 17.914,18;ALTA
40621;losart�n+hidroclorotiazida;CARTAN D 100;100/25 mg comp.rec.x 30;Eurofarma;$ 7.009,00;60%;$ 2.803,60;$ 4.205,40;MEDIA
40620;losart�n+hidroclorotiazida;CARTAN D;50/12.5 mg comp.rec.x 30;Eurofarma;$ 6.335,41;60%;$ 2.534,16;$ 3.801,25;MEDIA
50919;mazindol;MZ1;1 mg comp.rec.x 30;Eurofarma;$ 2.747,97;50%;$ 1.373,99;$ 1.373,98;MEDIA
50920;mazindol;MZ2;2 mg comp.rec.x 30;Eurofarma;$ 3.046,06;50%;$ 1.523,03;$ 1.523,03;MEDIA
37452;mosapride;LEVUSID;5 mg comp.x 20;Eurofarma;$ 521,92;50%;$ 260,96;$ 260,96;MEDIA
37453;mosapride;LEVUSID;5 mg comp.x 30;Eurofarma;$ 755,44;50%;$ 377,72;$ 377,72;MEDIA
39712;otilonio,bromuro;MOTID;40 mg comp.x 20;Eurofarma;$ 15.145,61;50%;$ 7.572,81;$ 7.572,80;MEDIA
39713;otilonio,bromuro;MOTID;40 mg comp.x 40;Eurofarma;$ 20.786,78;50%;$ 10.393,39;$ 10.393,39;MEDIA
52032;paracetamol+pseudoefedrina+asoc.;PREDUAL;comp.rec.x 20;Eurofarma;$ 8.633,21;40%;$ 5.179,93;$ 3.453,28;BAJA
46838;paracetamol+pseudoefedrina+asoc.;PREDUAL;jbe.x 100 ml;Eurofarma;$ 9.038,35;40%;$ 5.423,01;$ 3.615,34;BAJA
51764;paroxetina;PONDERA 10;10 mg comp.rec.x 30;Eurofarma;$ 851,00;50%;$ 425,50;$ 425,50;MEDIA
51765;paroxetina;PONDERA 20;20 mg comp.rec.x 30;Eurofarma;$ 1.990,25;50%;$ 995,13;$ 995,12;MEDIA
43299;peg 3350;TRACTOLAX;sobres x 14;Eurofarma;$ 34.582,92;50%;$ 17.291,46;$ 17.291,46;MEDIA
43300;peg 3350;TRACTOLAX;sobres x 28;Eurofarma;$ 61.480,17;50%;$ 30.740,09;$ 30.740,08;MEDIA
40622;rifaximina;COLOXIMINA;200 mg comp.rec.x 10;Eurofarma;$ 11.214,67;50%;$ 5.607,34;$ 5.607,33;MEDIA
40623;rifaximina;COLOXIMINA;200 mg comp.rec.x 20;Eurofarma;$ 18.659,57;50%;$ 9.329,79;$ 9.329,78;MEDIA
48377;rifaximina;COLOXIMINA;400 mg comp.rec.ran.x 10;Eurofarma;$ 20.583,45;50%;$ 10.291,73;$ 10.291,72;MEDIA
48378;rifaximina;COLOXIMINA;400 mg comp.rec.ran.x 30;Eurofarma;$ 50.851,08;50%;$ 25.425,54;$ 25.425,54;MEDIA
57814;rivaroxab�n;RIBEX;10 mg comp. x 15;Eurofarma;$ 75.506,76;50%;$ 37.753,38;$ 37.753,38;MEDIA
57817;rivaroxab�n;RIBEX;15 mg comp. x 30;Eurofarma;$ 102.651,56;50%;$ 51.325,78;$ 51.325,78;MEDIA
57819;rivaroxab�n;RIBEX;20 mg comp. x 30;Eurofarma;$ 103.163,69;50%;$ 51.581,85;$ 51.581,84;MEDIA
49966;rosuvastatina;ROSULIP;10 mg comp.x 30;Eurofarma;$ 22.906,35;50%;$ 11.453,18;$ 11.453,17;MEDIA
49967;rosuvastatina;ROSULIP;20 mg comp.x 30;Eurofarma;$ 40.293,10;50%;$ 20.146,55;$ 20.146,55;MEDIA
51305;sertralina;ERTA;100 mg comp.rec.x 10;Eurofarma;$ 762,83;50%;$ 381,42;$ 381,41;MEDIA
51306;sertralina;ERTA;100 mg comp.rec.x 30;Eurofarma;$ 2.164,88;50%;$ 1.082,44;$ 1.082,44;MEDIA
51301;sertralina;ERTA;25 mg comp.rec.x 10;Eurofarma;$ 303,13;50%;$ 151,57;$ 151,56;MEDIA
51302;sertralina;ERTA;25 mg comp.rec.x 30;Eurofarma;$ 469,82;50%;$ 234,91;$ 234,91;MEDIA
51303;sertralina;ERTA;50 mg comp.rec.x 10;Eurofarma;$ 418,59;50%;$ 209,30;$ 209,29;MEDIA
51304;sertralina;ERTA;50 mg comp.rec.x 30;Eurofarma;$ 1.269,15;50%;$ 634,58;$ 634,57;MEDIA
35589;sodio,fosfato;COLONIL;sol.oral x 45 ml;Eurofarma;$ 3.246,59;50%;$ 1.623,30;$ 1.623,29;MEDIA
17343;sucralfato;SUCRALMAX;susp.x 200 ml;Eurofarma;$ 16.019,39;50%;$ 8.009,70;$ 8.009,69;MEDIA
24731;tamsulosina;ACLOSAN;0.4 mg c�ps.x 30;Eurofarma;$ 38.741,08;50%;$ 19.370,54;$ 19.370,54;MEDIA
46476;trimebutina;PROCINET NF;200 mg comp.x 30;Eurofarma;$ 696,52;50%;$ 348,26;$ 348,26;MEDIA
37454;ursodesoxic�lico,�c.;URZAC;150 mg comp.x 20;Eurofarma;$ 17.592,95;50%;$ 8.796,48;$ 8.796,47;MEDIA
27520;ursodesoxic�lico,�c.;URZAC;300 mg comp.x 30;Eurofarma;$ 34.594,98;50%;$ 17.297,49;$ 17.297,49;MEDIA
33430;ursodesoxic�lico,�c.;URZAC;300 mg comp.x 50;Eurofarma;$ 68.987,46;50%;$ 34.493,73;$ 34.493,73;MEDIA
41687;ursodesoxic�lico,�c.;URZAC FORTE;500 mg comp.x 30;Eurofarma;$ 65.956,19;50%;$ 32.978,10;$ 32.978,09;MEDIA
51768;venlafaxina;PSISEVEN;150 mg caps.lib.prol.x28;Eurofarma;$ 1.689,35;50%;$ 844,68;$ 844,67;MEDIA
51766;venlafaxina;PSISEVEN;37.5mg caps.lib.prol.x28;Eurofarma;$ 1.108,63;50%;$ 554,32;$ 554,31;MEDIA
51767;venlafaxina;PSISEVEN;75 mg caps.lib.prol.x 28;Eurofarma;$ 1.227,43;50%;$ 613,72;$ 613,71;MEDIA
9067;vincamina+cinarizina;EUROLAND;comp.x 50;Eurofarma;$ 378,27;50%;$ 189,14;$ 189,13;MEDIA
37220;ciprofloxacina;MEDAFLOX;500 mg comp.rec.x 10;Eurolab;$ 13.950,00;60%;$ 5.580,00;$ 8.370,00;MEDIA
38325;ciprofloxacina;MEDAFLOX;500 mg comp.rec.x 20;Eurolab;$ 25.980,00;60%;$ 10.392,00;$ 15.588,00;MEDIA
37687;dimenhidrinato;DR. AMIN;50 mg comp.rec.x 12;Eurolab;$ 7.962,00;50%;$ 3.981,00;$ 3.981,00;MEDIA
37686;dimenhidrinato;DR. AMIN;50 mg comp.rec.x 6;Eurolab;$ 4.854,52;50%;$ 2.427,26;$ 2.427,26;MEDIA
45628;dimenhidrinato;DR. AMIN;50 mg comp.rec.x 60;Eurolab;$ 675,00;50%;$ 337,50;$ 337,50;MEDIA
39716;doxilamina+piridoxina;EPIDAC;c�ps.x 24;Eurolab;$ 741,00;50%;$ 370,50;$ 370,50;MEDIA
48838;dutasteride;DECITON;0.5 mg comp.x 30;Eurolab;$ 36.509,51;50%;$ 18.254,76;$ 18.254,75;MEDIA
39715;finasteride;FINTERAC;5 mg comp.rec.x 30;Eurolab;$ 31.862,58;50%;$ 15.931,29;$ 15.931,29;MEDIA
47756;lisado bacteriano;UROVAXOM;caps.x 30;Eurolab;$ 3.295,00;40%;$ 1.977,00;$ 1.318,00;BAJA
40036;nitrofuranto�na;UROFURAN;100 mg c�ps.x 30;Eurolab;$ 29.129,83;50%;$ 14.564,92;$ 14.564,91;MEDIA
28158;retinoico,�c.+asoc.;PURALOE;0.005% cr.x 30 g;Eurolab;$ 580,00;50%;$ 290,00;$ 290,00;MEDIA
14693;retinoico,�c.+asoc.;PURALOE;0.025% cr.x 30 g;Eurolab;$ 2.650,00;50%;$ 1.325,00;$ 1.325,00;MEDIA
28555;retinoico,�c.+asoc.;PURALOE;0.025% gel x 30 g;Eurolab;$ 895,00;50%;$ 447,50;$ 447,50;MEDIA
14694;retinoico,�c.+asoc.;PURALOE;0.05% cr.x 30 g;Eurolab;$ 2.650,00;50%;$ 1.325,00;$ 1.325,00;MEDIA
28556;retinoico,�c.+asoc.;PURALOE;0.05% gel x 30 g;Eurolab;$ 895,00;50%;$ 447,50;$ 447,50;MEDIA
48416;tamsulosina;UROCETINA;0.4 mg c�ps.lib.prol.x30;Eurolab;$ 35.275,70;50%;$ 17.637,85;$ 17.637,85;MEDIA
59786;rivaroxab�n;RIVAREX;10 mg comp.rec.x 30;Everex;$ 98.837,17;50%;$ 49.418,59;$ 49.418,58;MEDIA
59785;rivaroxab�n;RIVAREX;15 mg comp.rec. x 30;Everex;$ 44.344,34;50%;$ 22.172,17;$ 22.172,17;MEDIA
59787;rivaroxab�n;RIVAREX;20 mg comp.rec. x 30;Everex;$ 44.862,16;50%;$ 22.431,08;$ 22.431,08;MEDIA
20409;allopurinol;ALLOPURINOL FABRA 300;comp.x 20;Fabra;$ 7.883,70;60%;$ 3.153,48;$ 4.730,22;MEDIA
27355;amlodipina;ANGIOFILINA;10 mg comp.x 30;Fabra;$ 28.810,30;60%;$ 11.524,12;$ 17.286,18;MEDIA
27354;amlodipina;ANGIOFILINA;5 mg comp.x 30;Fabra;$ 15.277,37;60%;$ 6.110,95;$ 9.166,42;MEDIA
38102;amoxicilina;DARZITIL;1000 mg comp.x 16;Fabra;$ 21.099,94;60%;$ 8.439,98;$ 12.659,96;MEDIA
38101;amoxicilina;DARZITIL;1000 mg comp.x 8;Fabra;$ 9.178,43;60%;$ 3.671,37;$ 5.507,06;MEDIA
15792;amoxicilina;DARZITIL;250 mg jbe.x 90 ml;Fabra;$ 8.139,92;60%;$ 3.255,97;$ 4.883,95;MEDIA
9869;amoxicilina;DARZITIL;500 mg comp.x 16;Fabra;$ 6.847,38;60%;$ 2.738,95;$ 4.108,43;MEDIA
37114;amoxicilina;DARZITIL;500 mg comp.x 21;Fabra;$ 8.681,57;60%;$ 3.472,63;$ 5.208,94;MEDIA
27126;amoxicilina;DARZITIL;500 mg comp.x 8;Fabra;$ 3.461,81;60%;$ 1.384,72;$ 2.077,09;MEDIA
19845;amoxicilina;DARZITIL;500 mg jbe.x 120 ml;Fabra;$ 12.411,84;60%;$ 4.964,74;$ 7.447,10;MEDIA
15794;amoxicilina;DARZITIL;500 mg jbe.x 60 ml;Fabra;$ 8.537,19;60%;$ 3.414,88;$ 5.122,31;MEDIA
15795;amoxicilina;DARZITIL;500 mg jbe.x 90 ml;Fabra;$ 8.725,10;60%;$ 3.490,04;$ 5.235,06;MEDIA
47423;amoxicilina;DARZITIL DUO;750 mg susp.x 70 ml;Fabra;$ 10.451,02;60%;$ 4.180,41;$ 6.270,61;MEDIA
47422;amoxicilina;DARZITIL DUO;875 mg comp.x 14;Fabra;$ 10.339,30;60%;$ 4.135,72;$ 6.203,58;MEDIA
42991;amoxicilina+clavul�nico,�c.;DARZITIL PLUS 1000 MG;comp.x 14;Fabra;$ 20.803,39;60%;$ 8.321,36;$ 12.482,03;MEDIA
21335;amoxicilina+clavul�nico,�c.;DARZITIL PLUS;comp.x 16;Fabra;$ 19.342,66;60%;$ 7.737,06;$ 11.605,60;MEDIA
42990;amoxicilina+clavul�nico,�c.;DARZITIL PLUS 1000 MG;comp.x 7;Fabra;$ 11.022,67;60%;$ 4.409,07;$ 6.613,60;MEDIA
21014;amoxicilina+clavul�nico,�c.;DARZITIL PLUS;comp.x 8;Fabra;$ 10.409,10;60%;$ 4.163,64;$ 6.245,46;MEDIA
42992;amoxicilina+clavul�nico,�c.;DARZITIL PLUS DUO;jbe.x 70 ml;Fabra;$ 12.459,81;60%;$ 4.983,92;$ 7.475,89;MEDIA
21015;amoxicilina+clavul�nico,�c.;DARZITIL PLUS;susp.x 60 ml;Fabra;$ 8.368,56;60%;$ 3.347,42;$ 5.021,14;MEDIA
21016;amoxicilina+clavul�nico,�c.;DARZITIL PLUS;susp.x 90 ml;Fabra;$ 11.573,51;60%;$ 4.629,40;$ 6.944,11;MEDIA
27558;ampicilina;AMPIGEN;1000 mg comp.x 8;Fabra;$ 10.044,84;60%;$ 4.017,94;$ 6.026,90;MEDIA
29704;ampicilina;AMPIGEN;500 mg comp.x 16;Fabra;$ 13.593,36;60%;$ 5.437,34;$ 8.156,02;MEDIA
2920;ampicilina;AMPIGEN;500 mg comp.x 8;Fabra;$ 6.062,58;60%;$ 2.425,03;$ 3.637,55;MEDIA
14403;ampicilina+sulbactam;AMPIGEN SB;1.5 g iny.x 1;Fabra;$ 8.881,82;60%;$ 3.552,73;$ 5.329,09;MEDIA
44302;atorvastat�n;ATORVASTATINA FABRA;10 mg comp.x 30;Fabra;$ 33.106,98;80%;$ 6.621,40;$ 26.485,58;ALTA
44303;atorvastat�n;ATORVASTATINA FABRA;20 mg comp.x 30;Fabra;$ 56.427,32;80%;$ 11.285,46;$ 45.141,86;ALTA
26237;azitromicina;FABRAMICINA;200 mg/5ml jbe.x 15 ml;Fabra;$ 12.898,59;60%;$ 5.159,44;$ 7.739,15;MEDIA
26236;azitromicina;FABRAMICINA;500 mg comp.x 3;Fabra;$ 11.148,60;60%;$ 4.459,44;$ 6.689,16;MEDIA
3311;betametasona;BUTASONA FABRA;comp.x 20;Fabra;$ 6.907,55;50%;$ 3.453,78;$ 3.453,77;MEDIA
3313;betametasona;BUTASONA FABRA;cr.x 15 g;Fabra;$ 8.083,75;50%;$ 4.041,88;$ 4.041,87;MEDIA
49760;betametasona (acet.y fosf.disod);BUTASONA FABRA RL;a.x 1 + jga.desc.;Fabra;$ 12.046,45;50%;$ 6.023,23;$ 6.023,22;MEDIA
19827;bromazepam;ESTOMINA;3 mg comp.x 30;Fabra;$ 5.147,10;50%;$ 2.573,55;$ 2.573,55;MEDIA
19828;bromazepam;ESTOMINA;6 mg comp.x 30;Fabra;$ 8.140,97;50%;$ 4.070,49;$ 4.070,48;MEDIA
15837;carbamazepina;CARBAMAZEPINA FABRA;200 mg comp.x 30;Fabra;$ 15.593,98;80%;$ 3.118,80;$ 12.475,18;ALTA
49105;cefadroxilo;CEFADROXILO FABRA;250 mg susp.x 90 ml;Fabra;$ 8.270,08;60%;$ 3.308,03;$ 4.962,05;MEDIA
49107;cefadroxilo;CEFADROXILO FABRA;500 mg comp.x 16;Fabra;$ 18.482,10;60%;$ 7.392,84;$ 11.089,26;MEDIA
49106;cefadroxilo;CEFADROXILO FABRA;500 mg comp.x 8;Fabra;$ 9.853,84;60%;$ 3.941,54;$ 5.912,30;MEDIA
46360;cefalexina;CEFALEXINA FABRA;1000 mg comp.x 16;Fabra;$ 21.122,81;60%;$ 8.449,12;$ 12.673,69;MEDIA
26239;cefalexina;CEFALEXINA FABRA;1000 mg comp.x 8;Fabra;$ 10.957,13;60%;$ 4.382,85;$ 6.574,28;MEDIA
9871;cefalexina;CEFALEXINA FABRA;250 mg jbe.x 60 ml;Fabra;$ 4.844,39;60%;$ 1.937,76;$ 2.906,63;MEDIA
15805;cefalexina;CEFALEXINA FABRA;250 mg jbe.x 90 ml;Fabra;$ 7.119,00;60%;$ 2.847,60;$ 4.271,40;MEDIA
9872;cefalexina;CEFALEXINA FABRA;500 mg comp.x 16;Fabra;$ 11.023,20;60%;$ 4.409,28;$ 6.613,92;MEDIA
27125;cefalexina;CEFALEXINA FABRA;500 mg comp.x 8;Fabra;$ 6.327,90;60%;$ 2.531,16;$ 3.796,74;MEDIA
40096;cefalexina;CEFALEXINA FABRA;500 mg jbe.x 120 ml;Fabra;$ 14.227,88;60%;$ 5.691,15;$ 8.536,73;MEDIA
15806;cefalexina;CEFALEXINA FABRA;500 mg jbe.x 60 ml;Fabra;$ 11.233,99;60%;$ 4.493,60;$ 6.740,39;MEDIA
15807;cefalexina;CEFALEXINA FABRA;500 mg jbe.x 90 ml;Fabra;$ 11.673,00;60%;$ 4.669,20;$ 7.003,80;MEDIA
13807;ceftriaxona;CEFTRIAXONA FABRA;1 g f.a.x 1;Fabra;$ 21.143,14;60%;$ 8.457,26;$ 12.685,88;MEDIA
13675;ciprofloxacina;CIPROFLOXACINA FABRA;500 mg comp.x 10;Fabra;$ 15.704,17;60%;$ 6.281,67;$ 9.422,50;MEDIA
27360;claritromicina;CLARITROMICINA FABRA;500 mg comp.x 16;Fabra;$ 28.009,23;60%;$ 11.203,69;$ 16.805,54;MEDIA
15812;clindamicina;CLINDAMICINA FABRA;600 mg a.x 1;Fabra;$ 5.103,91;60%;$ 2.041,56;$ 3.062,35;MEDIA
50939;clozapina;CLOZAPINA FABRA;100 mg comp.x 20;Fabra;$ 39.372,94;100%;$ 0,00;$ 39.372,94;ALTA
49763;clozapina;CLOZAPINA FABRA;100 mg comp.x 90;Fabra;$ 161.232,45;100%;$ 0,00;$ 161.232,45;ALTA
51497;clozapina;CLOZAPINA FABRA;25 mg comp.x 90;Fabra;$ 57.529,25;100%;$ 0,00;$ 57.529,25;ALTA
49762;dexametasona;DEXAMETASONA FABRA;8 mg iny.x 1 + jga.;Fabra;$ 14.047,53;50%;$ 7.023,77;$ 7.023,76;MEDIA
3319;diazepam;DIAZEPAM FABRA;10 mg comp.x 50;Fabra;$ 13.175,14;50%;$ 6.587,57;$ 6.587,57;MEDIA
19844;diclofenac pot�sico;VIMULTISA P;comp.x 20;Fabra;$ 12.480,00;40%;$ 7.488,00;$ 4.992,00;BAJA
45517;diclofenac+pridinol;VIMULTISA FLEX;comp.x 15;Fabra;$ 14.837,00;40%;$ 8.902,20;$ 5.934,80;BAJA
20425;enalapril;PRESI REGUL;10 mg comp.x 20;Fabra;$ 6.586,75;80%;$ 1.317,35;$ 5.269,40;ALTA
45520;enalapril;PRESI REGUL;10 mg comp.x 30;Fabra;$ 9.550,22;80%;$ 1.910,04;$ 7.640,18;ALTA
20424;enalapril;PRESI REGUL;10 mg comp.x 50;Fabra;$ 15.115,00;80%;$ 3.023,00;$ 12.092,00;ALTA
45521;enalapril;PRESI REGUL;10 mg comp.x 60;Fabra;$ 18.258,56;80%;$ 3.651,71;$ 14.606,85;ALTA
45522;enalapril;PRESI REGUL;20 mg comp.x 30;Fabra;$ 12.182,91;80%;$ 2.436,58;$ 9.746,33;ALTA
20427;enalapril;PRESI REGUL;20 mg comp.x 50;Fabra;$ 17.933,89;80%;$ 3.586,78;$ 14.347,11;ALTA
45523;enalapril;PRESI REGUL;20 mg comp.x 60;Fabra;$ 21.930,00;80%;$ 4.386,00;$ 17.544,00;ALTA
9874;enalapril+hidroclorotiazida;PRESI REGUL D;10 mg comp.x 20;Fabra;$ 10.632,64;80%;$ 2.126,53;$ 8.506,11;ALTA
45524;enalapril+hidroclorotiazida;PRESI REGUL D;10 mg comp.x 30;Fabra;$ 14.370,00;80%;$ 2.874,00;$ 11.496,00;ALTA
20407;eritromicina;ERITROMICINA FABRA;comp.x 16;Fabra;$ 12.669,50;50%;$ 6.334,75;$ 6.334,75;MEDIA
19829;fenoximetilpenicilina;FENOXIMETILPENICILINA FABRA;1000000 UI comp.x 12;Fabra;$ 7.280,03;60%;$ 2.912,01;$ 4.368,02;MEDIA
19830;fenoximetilpenicilina;FENOXIMETILPENICILINA FABRA;1500000 UI comp.x 12;Fabra;$ 11.593,45;60%;$ 4.637,38;$ 6.956,07;MEDIA
13662;fenoximetilpenicilina;FENOXIMETILPENICILINA FABRA;300000 UI/5ml jbe.x100ml;Fabra;$ 12.824,33;60%;$ 5.129,73;$ 7.694,60;MEDIA
20417;fluconazol;FLUCONAZOL FABRA 150;comp.x 2;Fabra;$ 14.191,82;50%;$ 7.095,91;$ 7.095,91;MEDIA
15840;fluoxetina;FLUOXETINA FABRA;comp.x 20;Fabra;$ 12.865,43;50%;$ 6.432,72;$ 6.432,71;MEDIA
19832;gentamicina;GENTAMICINA FABRA;cr.x 15 g;Fabra;$ 9.078,72;50%;$ 4.539,36;$ 4.539,36;MEDIA
50934;hierro,sulfato;HIERRO FABRA;comp.x 20;Fabra;$ 9.360,77;50%;$ 4.680,39;$ 4.680,38;MEDIA
49759;hierro,sulfato;HIERRO FABRA;comp.x 30;Fabra;$ 14.348,21;50%;$ 7.174,11;$ 7.174,10;MEDIA
19834;hierro,sulfato;HIERRO FABRA;gts.x 20 ml;Fabra;$ 10.107,93;50%;$ 5.053,97;$ 5.053,96;MEDIA
19837;ibuprofeno;IBUFABRA;400 mg comp.x 10;Fabra;$ 3.893,00;40%;$ 2.335,80;$ 1.557,20;BAJA
36612;ibuprofeno;IBUFABRA;400 mg comp.x 20;Fabra;$ 7.068,00;40%;$ 4.240,80;$ 2.827,20;BAJA
19838;ibuprofeno;IBUFABRA;400 mg iny.x 3;Fabra;$ 13.763,00;40%;$ 8.257,80;$ 5.505,20;BAJA
28041;ibuprofeno;IBUFABRA;600 mg comp.x 10;Fabra;$ 8.036,00;40%;$ 4.821,60;$ 3.214,40;BAJA
28042;ibuprofeno;IBUFABRA;600 mg comp.x 20;Fabra;$ 14.012,00;40%;$ 8.407,20;$ 5.604,80;BAJA
19835;ibuprofeno;IBUFABRA;susp.x 90 ml;Fabra;$ 5.031,00;40%;$ 3.018,60;$ 2.012,40;BAJA
46780;ibuprofeno;IBUFABRA 4%;susp.x 90 ml;Fabra;$ 8.520,00;40%;$ 5.112,00;$ 3.408,00;BAJA
38546;imipenem+cilastat�n;IMIPENEM FABRA;500 mg IV pvo.p/iny.x 1;Fabra;$ 54.891,14;50%;$ 27.445,57;$ 27.445,57;MEDIA
13781;isoxsuprina;ISOXSUPRINA FABRA;10 mg comp.x 20;Fabra;$ 20.605,49;50%;$ 10.302,75;$ 10.302,74;MEDIA
13782;isoxsuprina;ISOXSUPRINA FABRA;20 mg comp.x 20;Fabra;$ 32.604,55;50%;$ 16.302,28;$ 16.302,27;MEDIA
